tconst,popularity,production_countries,averageRating,category,primaryName,birthYear,titles,votes,runtime_minutes,start_year,poster_url,video_link,overview,original_title,genres,languages
tt0099266,7.499,['FR'],7.6,actor,Julien Ciamaca,1978,My Mother's Castle - My Mother's Castle,6059.0,98.0,1990,https://image.tmdb.org/t/p/w154/sdLkKpZ89HrdUARyHYgBGEB62cB.jpg,https://www.youtube.com/watch?v=B7RSYfXIjj8,"Chaque fin de semaine et en été le jeune Marcel et sa famille passent leurs vacances dans les collines au-dessus de Marseille. Marcel a hâte de retrouver son «petit frère des collines», Lili des Bellons. Mais le passage par les berges du canal à travers des domaines de châtelains est une véritable aventure, et une angoisse renouvelée pour Augustine, quand Bouzigue offre la possibilité de gagner du temps pour rejoindre par ce raccourci le lieu de leur villégiature. C'est toutefois Isabelle, fille d'un prétendu poète, qui monopolise l'attention du jeune Marcel, et pour laquelle il consent des sacrifices qui inquiètent sa famille et son ami.",Le château de ma mère,"Adventure, Biography, Comedy, Drama, Romance","en, fr, oc"
tt0099406,2.38,['FR'],6.5,actress,Judith Godrèche,1972,The Disenchanted - The Disenchanted,6744.0,78.0,1990,https://image.tmdb.org/t/p/w154/6oKypJMpI6wN9mZgSsC4uy9pSHC.jpg,https://www.youtube.com/watch?v=FRFgW9qOZYM,"Beth, lycéenne de dix-sept ans, gaie, rêveuse, déterminée et passionnée par Rimbaud, va en trois jours rencontrer trois hommes d'âge différent qui bouleverseront sa vie.",La Désenchantée,"Drama, Romance","en, fr"
tt0099785,1.839,['US'],7.7,actor,Macaulay Culkin,1980,Home Alone - Home Alone,680208.0,103.0,1990,https://image.tmdb.org/t/p/w154/rFehgOlKneRZaNdxjjAEfF16NKj.jpg,https://www.youtube.com/watch?v=F4D9R7JlP7I,"La famille McCallister a décidé de passer les fêtes de Noël à Paris. Seulement Kate et Peter McCallister s'aperçoivent dans l'avion qu'il leur manque le plus jeune de leurs enfants, Kevin, âgé de 9 ans. D'abord désespéré, Kevin reprend vite les choses en main et s'organise pour vivre le mieux possible. Quand deux cambrioleurs choisissent sa maison pour commettre leurs méfaits.",Home Alone,"Comedy, Family","en, fr"
tt0102536,10.648,"['DE', 'FR', 'JP', 'GB', 'US']",7.7,actress,Winona Ryder,1971,Night on Earth - Night on Earth,68317.0,129.0,1991,https://image.tmdb.org/t/p/w154/uGiew76F44NSx46ZR8nprmLJN58.jpg,https://www.youtube.com/watch?v=F1m6GlPyOSU,"5 histoires de taxis se déroulant simultanément dans 5 villes du monde. À Los Angeles, une directrice de casting propose un rôle à la jeune femme qui conduit le taxi. À New York, la complicité entre un chauffeur de taxi et son client. À Paris, la conversation entre un chauffeur noir et une passagère aveugle. À Rome, les confidences d'un conducteur bavard au prêtre qui se trouve dans son véhicule. À Helsinki, trois fêtards montent dans un taxi.",Night on Earth,"Comedy, Drama","de, en, fi, fr, it"
tt0104431,37.534,['US'],6.9,actor,Macaulay Culkin,1980,Home Alone 2: Lost in New York - Home Alone 2: Lost in New York,422280.0,120.0,1992,https://image.tmdb.org/t/p/w154/fmnjO68z9uS68nZJ21FmbW8hZ2a.jpg,https://www.youtube.com/watch?v=F4D9R7JlP7I,"Après Paris, c'est à Miami que la tribu McCallister décide de passer les fêtes de Noël. À l'aube du jour J, toute la famille est sur le pied de guerre et file a l'aéroport en prenant bien garde de ne pas oublier Kevin. Mais celui-ci s'éclipse pour acheter des piles pour son walkman, il ne retrouve plus les siens et s'embarque par mégarde pour New York...",Home Alone 2: Lost in New York,"Adventure, Comedy, Crime, Family","en, fr"
tt0105618,0.791,"['FI', 'FR']",6.5,actress,Léonor Graser,1984,The Last Bolshevik - The Last Bolshevik,6743.0,120.0,1993,https://image.tmdb.org/t/p/w154/ghs9kyq9ukRxhXVQlSwiHyKP8OU.jpg,https://www.youtube.com/watch?v=8dHB0Eqslhk,Chris Marker réalise un portrait de son ami Alexandre Medvedkine qui retrace conjointement l'histoire de l'URSS et celle d'un réalisateur partagé entre idéologie et indépendance.,Le Tombeau d'Alexandre,"Biography, Documentary, History","de, en, fr, ru"
tt0108037,20.448,['US'],7.8,actor,Tom Guiry,1981,The Sandlot - The Sandlot,107409.0,101.0,1993,https://image.tmdb.org/t/p/w154/pXea9T8GUTaaIuuEc3Omceu5Gy.jpg,https://www.youtube.com/watch?v=52yV9dSzV1E,Scotty Smalls vient d'aménager en ville. Les enfants du quartier le considèrent comme une véritable andouille. Il ne sait même pas jeter une balle de base-ball ! Mais les choses ne tarderont pas à changer lorsque Scotty se joindra à eux sur le terrain de sport…,The Sandlot,"Comedy, Drama, Family","en, fr"
tt0109702,2.699,['FR'],7.0,actress,Virginie Ledoyen,1976,Cold Water - Cold Water,2361.0,95.0,1994,https://image.tmdb.org/t/p/w154/xCVnp2j8URmfHVZKzW8F40hjrze.jpg,https://www.youtube.com/watch?v=bauqwKeEEmM,"Dans la France du début des années 70, le difficile apprentissage de la vie d'adulte pour deux adolescents mal aimés, Christine et Gilles. La première, placée en hôpital psychiatrique par son père, s'enfuit pour rejoindre le second à une soirée qui se tient dans une maison abandonnée. Là, les deux jeunes gens décident de partir en Lozère.",L'Eau froide,Drama,"en, fr, hu"
tt0110922,5.327,['FR'],7.2,actor,Romain Duris,1974,Good Old Daze - Good Old Daze,3550.0,101.0,1995,https://image.tmdb.org/t/p/w154/al6sp86pK4JyprrfKJA1OJeUMkM.jpg,https://www.youtube.com/watch?v=5EkHEO2I0C0,"Quelques jeunes hommes se retrouvent plusieurs années après avoir quitté le lycée. Ils assistent pendant son accouchement la compagne de leur meilleur ami, mort une semaine auparavant d’une overdose. C’est pour eux l’occasion de confronter leurs souvenirs.",Le Péril jeune,"Comedy, Drama, Romance","en, fr"
tt0111019,6.906,['FR'],7.3,actress,Élodie Bouchez,1973,Wild Reeds - Les roseaux sauvages,6961.0,110.0,1994,https://image.tmdb.org/t/p/w154/drigVgAFI9aFnYBbaH5MSWhI8fs.jpg,https://www.youtube.com/watch?v=L3On9Zj0Xnw,"1962. La guerre d'Algérie touche à sa fin. Dans le Sud-Ouest de la France, le frère de Serge, soldat, fils de paysans italiens, épouse la première venue pour obtenir une semaine de permission. Le jeune marié songe à déserter et compte sur madame Alvarez, la mère de Maïté, professeur et militante communiste, pour l'aider. Mais il repart en Algérie et se fait tuer dans le djebel. Des lycéens du village sont témoins de ces événements tragiques. Henri, un jeune pied-noir, vient passer son bac en métropole. L'oreille collée à un transistor, il suit minute par minute le dénouement du conflit. Un soir, à l'internat, François, le petit ami de Maïté, découvre son homosexualité dans les bras de Serge...",Les Roseaux sauvages,"Drama, Romance",fr
tt0112387,4.86,['FR'],6.8,actress,Marie Gillain,1975,Fresh Bait - Fresh Bait,2508.0,115.0,1995,https://image.tmdb.org/t/p/w154/gCSORegasZgByCz94b87NftlT27.jpg,https://www.youtube.com/watch?v=WaQO3LRr91Q,"Trois jeunes gens rêvent de partir faire fortune aux États-Unis. Mais, manquant d’argent pour se lancer, ils concoctent un plan dangereux : la fille séduit des hommes riches tandis que les deux garçons s’introduisent chez eux et les cambriolent. Mais le premier essai tourne mal, et les garçons décident d’abattre froidement la victime.",L'Appât,"Crime, Drama","en, fr"
tt0112945,4.515,['FR'],6.6,actress,Vanessa Paradis,1972,Elisa - Élisa,2290.0,115.0,1995,https://image.tmdb.org/t/p/w154/tAbVXTrndpZYAwNSTXFnbgtISHe.jpg,https://www.youtube.com/watch?v=zU9aZo8EdjI,"Une adolescente part à la recherche de son père, responsable de la tragédie qui a couté la vie à sa mère.",Elisa,Drama,fr
tt0113057,5.341,['FR'],6.7,actress,Virginie Ledoyen,1976,A Single Girl - A Single Girl,2042.0,90.0,1995,https://image.tmdb.org/t/p/w154/3AW4tRb2MgZgzgEbcoSVWeyUugh.jpg,https://www.youtube.com/watch?v=gOU5irEzdVM,"Après avoir revu son partenaire, une jeune fille enceinte décide d'élever seule son enfant.",La fille seule,Drama,"en, fr"
tt0113670,12.187,['US'],7.6,actress,Liesel Matthews,1984,A Little Princess - A Little Princess,38348.0,97.0,1995,https://image.tmdb.org/t/p/w154/7xgFsx41Lnn4zxMXF6rDP7ah5wD.jpg,https://www.youtube.com/watch?v=Q3WJrWZ_npg,"Sara mène une vie de rêve aux Indes avec son père qui l'adore et la protège comme une véritable petite princesse. Nourrie de légendes exotiques, son imagination l'entraîne dans un univers magique plein de héros, de monstres menaçants et de belles princesses... jusqu'au jour où son père doit partir à la guerre. Confiée au pensionnat new-yorkais de miss Minchin, Sara va se faire un tas d'amies en leur contant ses merveilleuses histoires. Mais, à l'annonce de la mort de son père, elle se retrouve seule et sans fortune. Sara, désespérée, ne sait pas qu'un miracle se prépare...",A Little Princess,"Drama, Family, Fantasy","en, fr"
tt0114266,3.756,['FR'],7.2,actress,Clara Bellar,1972,Rendezvous in Paris - Rendez-vous in Paris,2629.0,98.0,1995,https://image.tmdb.org/t/p/w154/qJ4su2pmWsOthJqfQ5RnNgMQu58.jpg,https://www.youtube.com/watch?v=iTyXgdc3R4M,"Dans différents quartier de Paris, 3 histoires de séduction amoureuse, 3 variations sur le mensonge des apparences et les paradoxes de la vérité. Des images impressionnistes de Paris et une mise en scène du doute perpétuel… (« Le rendez-vous de 7 heures », « Les bancs de Paris », et « Mère et enfant, 1907 »)",Les Rendez-vous de Paris,"Comedy, Drama, Romance","en, fr"
tt0115561,12.293,"['FR', 'ES', 'IT']",7.3,actress,Romane Bohringer,1973,The Apartment - L'appartement,16410.0,116.0,1996,https://image.tmdb.org/t/p/w154/h3HxZbysl5Gfa9cq3o81GWeKbQW.jpg,https://www.youtube.com/watch?v=GwapQhrZ-D0,"Quelques jours avant son mariage, Max est rattrapé par un souvenir. Croyant reconnaître la voix de Lisa, qu'il a aimée quelques années auparavant, il part à sa recherche. Ce qui entraîne pas mal de bouleversements pour cinq personnages engagés dans cette aventure...",L'Appartement,"Drama, Mystery, Romance","en, fr, ja"
tt0115940,8.372,['FR'],7.6,actor,Melvil Poupaud,1973,A Summer's Tale - A Summer's Tale,10832.0,113.0,1996,https://image.tmdb.org/t/p/w154/yqffliGk5SVOlGzqLF2TniEkq5n.jpg,https://www.youtube.com/watch?v=rsBodd_UqJE,"Un jeune homme qui attend son amie pendant des vacances d'été à Dinard fait la connaissance de deux autres jeunes filles. Entre les trois, le cœur de Gaspard balance-t-il vraiment ?",Conte d'été,"Comedy, Drama, Romance","en, fr"
tt0115963,19.407,['US'],6.4,actress,Robin Tunney,1972,The Craft - The Craft,114233.0,101.0,1996,https://image.tmdb.org/t/p/w154/kQO6iIEF10zaZO3nMw0qDVxLy3e.jpg,https://www.youtube.com/watch?v=miargVA5rFY,"Trois étudiantes, Nancy, Bonnie et Rochelle très éprises d'ésotérisme pratiquent la magie. Qualifiées par les autres étudiants de folles ou de sorcières, elles sont bientôt rejointes par une quatrième, Sarah, dotée de dons exceptionnels. Le quatuor va former un cercle capable d'invoquer les plus puissants esprits et de transformer leurs rêves en réalités. Jusqu'au jour ou des rivalités apparaissent dans le petit groupe.",The Craft,"Drama, Fantasy, Horror","en, fr"
tt0117221,2.543,['FR'],6.9,actor,Grégoire Colin,1975,Nenette and Boni - Nénette et Boni,1948.0,103.0,1997,https://image.tmdb.org/t/p/w154/gwBQ6j2HE5s6IZNKsJYVt3fyJFD.jpg,https://www.youtube.com/watch?v=tQK6omIiKTg,"Boniface est pizzaiolo sur le port de Marseille. Il a rompu avec son père, Félix, depuis la mort de sa mère. Félix, marchand de luminaires, s'est occupé de sa fille, Nénette, qui a quinze ans. Un jour, celle-ci enjambe le mur du collège et débarque chez son frère qui ne veut pas la reconnaître. Elle bouscule ses mauvaises habitudes.",Nénette et Boni,Drama,fr
tt0117359,3.803,['FR'],7.5,actress,Victoire Thivisol,1991,Ponette - Ponette,4874.0,97.0,1996,https://image.tmdb.org/t/p/w154/1YsmfwozrPMKOwf7krx9XnY4ige.jpg,https://www.youtube.com/watch?v=sgXbG12kJXI,"Ponette a 4 ans lorsque sa mère meurt accidentellement. Confiée à sa tante, la fillette ne supporte pas cette disparition. Elle continue obstinément de s'adresser à elle, convaincue qu'elle reviendra un jour.",Ponette,Drama,"en, fr"
tt0117398,5.963,"['BE', 'FR', 'LU', 'TN']",7.7,actor,Jérémie Renier,1981,La Promesse - The Promise,8776.0,90.0,1996,https://image.tmdb.org/t/p/w154/eNwJWZp71v6nISXj1TyX3Gt1A5y.jpg,https://www.youtube.com/watch?v=YVh-WXNMNxE,"Les rapports père-fils à travers Igor, quinze ans, apprenti mécanicien et fou de karting, et de Roger, qui trafique dans l'immigration clandestine. Igor, impliqué dans les combines de son père, ne se pose pas trop de questions, jusqu'au jour où, à cause d'une promesse, il va devoir choisir. Mais peut-il dire la vérité sans trahir son père ?",La Promesse,Drama,"en, fr, ro"
tt0118917,1.041,"['GN', 'FR']",6.5,actress,Cécile Bois,1971,Destiny - Destiny,6741.0,87.0,1997,https://image.tmdb.org/t/p/w154/6aUORpRG0nisOvEqJxu4wOcSHr5.jpg,https://www.youtube.com/watch?v=0dgHVsf1Lzk,"Deux lycéens, Sorry et Manga, sont amoureux l'un de l'autre. Mais leur amour est mal accueilli par leur famille. Sorry cède aux pressions, il se marie et a un enfant. Manga doit, de son côté, voir un marabout pour qu'il le délivre de sa passion incompréhensible. Il rencontre une jeune Française avec qui il se lie d'amitié.",Dakan,"Drama, Romance","en, fr"
tt0119342,1.761,['FR'],6.5,actress,Virginie Ledoyen,1976,Heroines - Play-Back,6748.0,115.0,1997,https://image.tmdb.org/t/p/w154/4wFkKTaoneNcbm3zgIDQ10B3fLT.jpg,https://www.youtube.com/watch?v=gD_icsWaUTU,"Jeanne et Johanna partagent tout, le même prénom ou presque, la même passion pour la musique, le même groupe, «Les Sirènes», et les mêmes petits bals du samedi soir qu'elles écument laborieusement dans les environs de Decazeville, leur ville d'origine. Un concours à Toulouse fait basculer leur vie. Les groupes n'étant pas invités à monter sur scène, c'est Johanna, l'extravertie, qui se démène derrière le micro, mais c'est la voix et les compositions de Jeanne qu'entendent le public et le jury. Le succès est immédiat et fulgurant. En quelques disques, Johanna devient une immense vedette. Ni Jeanne ni Johanna n'ont eu le courage de révéler la supercherie. Jeanne se sent de plus en plus à l'étroit dans son rôle de faire-valoir...",Héroïnes,"Comedy, Drama, Music","en, fr"
tt0119590,6.467,"['BE', 'FR']",7.5,actor,Georges Du Fresne,1984,My Life in Pink - Ma vie en rose,9185.0,88.0,1997,https://image.tmdb.org/t/p/w154/kAaOohXp33VC8gKWsRJ275eH7W1.jpg,https://www.youtube.com/watch?v=gyRURX2h7G4,"Une famille moyenne s'installe dans une banlieue banale. Ils décident de s'intégrer rapidement à leur voisinage avec un barbecue. Là un petit garçon, le plus jeune, débarque, déguisé en fille. De là le malaise grandira, au sein de la famille mais aussi des amis. Personne ne sait comment lutter contre un petit garçon qui rêvait d'être une fille. D'homophobie en psy, de trahisons en dépressions, l'homme montre sa mesquinerie face à la différence...",Ma vie en rose,"Comedy, Drama","en, fr"
tt0120317,9.13,['US'],6.5,actress,Christina Ricci,1980,That Darn Cat - L'espion aux pattes de velours,6805.0,89.0,1997,https://image.tmdb.org/t/p/w154/sZo3GcyCZhiGCXG9jUqzwLQ9lgx.jpg,https://www.youtube.com/watch?v=QfqVYCRdtdc,"Deux criminels un peu idiots kidnappent une domestique pensant qu'il s'agit de la maîtresse de maison, la femme d'un riche homme d'affaires. Le seul témoin de l'enlèvement est le chat de la maison, Patte de velours. C'est la jeune Patti qui va découvrir un indice laissé par la victime au dos du collier du félin. C'est le début d'une enquête pas comme les autres.",That Darn Cat,"Action, Comedy, Crime, Family","en, fr, ru"
tt0120338,108.782,['US'],7.9,actor,Leonardo DiCaprio,1974,Titanic - Titanic,1338028.0,194.0,1997,https://image.tmdb.org/t/p/w154/uVI63hi03xcJ2t34aMpXf6IlFud.jpg,https://www.youtube.com/watch?v=WL7l2fXbOHc,"Southampton, 10 avril 1912. Le paquebot le plus grand et le plus moderne du monde, réputé pour son insubmersibilité, le « Titanic », appareille pour son premier voyage. Quatre jours plus tard, il heurte un iceberg. À son bord, un artiste pauvre et une grande bourgeoise tombent amoureux.",Titanic,"Drama, Romance","de, en, fr, it, ru, sv"
tt0120662,9.945,"['AU', 'CA', 'GB']",6.5,actor,Ewan McGregor,1971,Eye of the Beholder - Eye of the Beholder,6860.0,109.0,1999,https://image.tmdb.org/t/p/w154/ae28RK4CzjROJvwqnyjCaw03cFG.jpg,https://www.youtube.com/watch?v=5E--MQm-AdE,"« L’Œil », un agent des services secrets britanniques, enquête sur le chantage dont serait victime le fils d'un sénateur américain. Une certaine Joanna, aussi belle que dangereuse, serait le suspect numéro un. Lorsqu'elle commet son premier crime, la scène est si rapide que l'Œil a juste le temps de la photographier. Le choc qu'il ressent n'est pas tant celui du meurtre qu'il découvre mais plutôt le développement de la photo, quand se superpose l'image fantomatique de sa propre fille.",Eye of the Beholder,"Drama, Mystery, Thriller","en, fr"
tt0120783,72.8,['US'],6.7,actress,Lindsay Lohan,1986,The Parent Trap - The Parent Trap,163954.0,128.0,1998,https://image.tmdb.org/t/p/w154/cqgqCl6fUuaQS8I9EEWfORqtOmN.jpg,https://www.youtube.com/watch?v=PMAhVpgzmRU,"Hallie Parker et Annie James se rencontrent pour la première fois à Camp Walden, un centre de vacances pour jeune filles. L'une vit à Napa, en Californie avec son père, Nick, qui possède un domaine viticole. L'autre dans un quartier chic de Londres avec Elizabeth, sa mère, styliste qui possède sa maison de haute couture. L'une est délurée, l'autre distinguée. Se découvrant une ressemblance physique troublante, les deux jeunes adolescentes se mesurent l'une à l'autre et rivalisent d'astuces et d’espiègleries. Jusqu'au moment où Hallie et Annie se rendent a l'évidence : elles sont sœurs jumelles. Leurs parents se sont séparés à leur naissance, ne se sont plus revus et n'ont jamais expliqué à leur fille respective l'existence d'une autre sœur jumelle. Toutes deux élaborent un plan pour échanger leurs places et vivre la vie qu'elles n'ont jamais connue avec l'autre parent jamais rencontré dans une autre partie du monde dans l'espoir de rapprocher leurs parents.",The Parent Trap,"Adventure, Comedy, Drama, Family","en, es, fr, it"
tt0123385,5.78,['FR'],6.7,actress,Valentina Cervi,1974,Artemisia - Artemisia,2282.0,98.0,1997,https://image.tmdb.org/t/p/w154/sUppvvWFJEAks4mBBuigqss8ok8.jpg,https://www.youtube.com/watch?v=476865892,"Italie, 1610. Artemisia Gentileschi, jeune femme de dix-sept ans, fille du peintre Orazio, connait la même passion que son père pour la peinture. Mais une femme ne peut pas entrer à l'Académie et encore moins peindre un modèle masculin nu. Sa rencontre avec Agostino Tassi, artiste rompu aux dernières techniques de l'art de peindre, va déterminer encore plus sa vocation et elle obtient de son père qu'Agostino lui enseigne ce qu'elle ignore encore, l'art de la perspective. Agostino va surtout lui apprendre la passion...",Artemisia,"Biography, Drama, History","en, fr"
tt0128445,12.551,['US'],7.6,actor,Jason Schwartzman,1980,Rushmore - Rushmore,203134.0,93.0,1998,https://image.tmdb.org/t/p/w154/ulAFHyr7gh0aS9rbV9gox7PvhOv.jpg,https://www.youtube.com/watch?v=846UzdeHI1g,"Les mésaventures de Max Fischer, élève de la Rushmore Academy. Personnage hors normes, génie fougueux et brouillon, Max ne peut fournir qu'un minimum d'efforts à ses études et s'est résigné à devenir l'un des pires cancres de son établissement. En dépit de ses échecs scolaires et des admonestations répétées de son directeur, Rushmore n'en reste pas moins à ses yeux un paradis et un sanctuaire idéal pour exercer en toute liberté son inlassable créativité.",Rushmore,"Comedy, Drama, Romance","en, es, fr, la"
tt0144201,8.081,['FR'],7.5,actress,Vanessa Paradis,1972,The Girl on the Bridge - Girl on the Bridge,14689.0,90.0,1999,https://image.tmdb.org/t/p/w154/zr5lTOvfJwix4UAtNy4pRyCuR6M.jpg,https://www.youtube.com/watch?v=rEzbIeZRKMk,"""Vous avez l'air d'une fille qui va faire une connerie"", déclare l'homme qui s'approche d'Adèle, penchée sur le parapet d'un pont avec une grosse envie de noyer ses malheurs dans la Seine. Il s'appelle Gabor, il est lanceur de couteaux et il a besoin d'une cible. Adèle n'a jamais eu de chance mais, quitte à mourir, autant se rendre utile. Ces deux destins félés qui se rencontrent vont devenir les deux morceaux d'un numéro gagnant. Mais la chance c'est fragile, il suffit qu'Adèle et Babor se tournent le dos, fassent un pas l'un sans l'autre, et elle s'envole.",La Fille sur le pont,"Comedy, Drama, Romance","en, fr, it"
tt0145893,9.03,['US'],5.2,actress,Sarah Michelle Gellar,1977,Simply Irresistible - Simply Irresistible,15323.0,96.0,1999,https://image.tmdb.org/t/p/w154/mLULlSHhbGvTjW8OgmkcXGLhYoe.jpg,https://www.youtube.com/watch?v=MqV-bMYRZMw,"Amanda Shelton tient un sympathique restaurant hérité de sa défunte mère. Si ses talents culinaires laissent à désirer, elle se rattrape par un charme irresistible et une délicieuse propension à dire ce qu'elle pense. Un jour Tom Bartlett, responsable exécutif d'un grand magasin chic, emmène déjeuner chez Amanda la précieuse ridicule qui est sa fiancée. Si le repas sonne la rupture entre le jeune homme et sa partenaire, les trompettes du coup de foudre se font entendre et, au dessert, il est deja envoûté par la belle Amanda.",Simply Irresistible,"Comedy, Drama, Fantasy, Romance","en, fr"
tt0152185,0.6,['FR'],6.5,actor,Raoul Bova,1971,Rewind - Rewind,6732.0,92.0,1998,https://image.tmdb.org/t/p/w154/hY9K9TdpSrTyC9fZg0d4CrBlAaa.jpg,https://www.youtube.com/watch?v=J5Tfh8notco,"Paul Mansart purge une peine de prison à vie pour avoir participé à l'attentat d'un diplomate au cours duquel trois de ses complices ont été abattus. Dix ans plus tard des meurtres sont commis dans des circonstances etrangement identiques. Les services secrets font alors appel au juge qui avait condamne Mansart et à deux psychologues spécialisés dans l'exploration des mondes virtuels. Pour découvrir ce qui s'est réellement passé, on demande à Mansart de revivre l'attentat qu'il a commis en le forcant à se replonger dans un passé douloureux.",Rewind,"Science Fiction, Thriller",fr
tt0156408,1.44,['FR'],6.8,actor,Clément van den Bergh,1985,Class Trip - Class Trip,1633.0,96.0,1998,https://image.tmdb.org/t/p/w154/dXvPwZEd4UuMkQQranGCRPhgDqM.jpg,https://www.youtube.com/watch?v=VCw8jlx60bw,"Dans une classe de neige, Nicolas, un enfant grave, fragile et perturbe, est assailli de souvenirs douloureux et de fantasmes parfois terrifiants. Il entraine peu a peu son ami Hodkann dans sa derive mentale en lui racontant de terribles histoires. Malade, il est choye par le moniteur Patrick et Mlle Grimm, la maitresse de sa classe. Au terme de son aventure, la realite se revelera plus eprouvante que ses fantasmes les plus cruels.",La Classe de neige,"Drama, Mystery","en, fr"
tt0158117,2.155,"['FR', 'PT', 'ES']",6.5,actress,Chiara Mastroianni,1972,The Letter - The Letter,6738.0,107.0,1999,https://image.tmdb.org/t/p/w154/s246lJtSiJYuJR9WLecB7ZglySB.jpg,https://www.youtube.com/watch?v=uzEnHOyG4Nw,,La Lettre,Drama,"en, fr, pt"
tt0186975,7.375,['US'],6.5,actor,Freddie Prinze Jr.,1976,Down to You - Down to You,6943.0,91.0,2000,https://image.tmdb.org/t/p/w154/dxIkCYTfxxI7qhXPLsV9hmYuH5h.jpg,https://www.youtube.com/watch?v=tdnZYsDOxfI,"Entre Al et Imogen, étudiants à l'université à New York, c'est le coup de foudre. Mais entre leur jeune âge et leurs projets respectifs, une relation durable est difficile à mener. De passion en désillusion, tous deux vont alors apprendre à choisir entre la liberté qu'offre la jeunesse et l'engagement solide...",Down to You,"Comedy, Drama, Romance","en, fr"
tt0187512,8.819,"['DE', 'US', 'GB']",6.5,actress,Piper Perabo,1976,"Slap Her... She's French - Slap Her, She's French!",6802.0,88.0,2002,https://image.tmdb.org/t/p/w154/zvHNi4Iy4SqS9UNVbsuwIVBvwGX.jpg,https://www.youtube.com/watch?v=3Qa0_fHctpE,,Slap Her... She's French,"Comedy, Romance","en, es, fr, it"
tt0194314,42.743,['FR'],5.2,actress,Caroline Ducey,1976,Romance - Romance,12630.0,84.0,1999,https://image.tmdb.org/t/p/w154/rydwWKoG35I0xjHAJeDuReM2ZzC.jpg,https://www.youtube.com/watch?v=zvqFwkvxch8,"L'histoire de Marie, déchirée entre le sexe et les sentiments, entre celui qu'elle désire et celui qu'elle aime. Ou bien encore une histoire d'amour vue comme une question de pouvoir : « Un mec qu'on aime vraiment assez pour être fidèle, il ne vous baise plus. Quand on les trompe, ils vous baisent, c'est simple. Ce n'est pas qu'ils devinent qu'on les trompe, c'est qu'ils comprennent qu'on leur échappe. »",Romance,"Drama, Romance","en, fr"
tt0195714,41.406,['US'],6.7,actor,Devon Sawa,1978,Final Destination - Final Destination,295028.0,98.0,2000,https://image.tmdb.org/t/p/w154/6cBgMEg0xDH8r6IyosDOEUp8Q1B.jpg,https://www.youtube.com/watch?v=bIf5pgKcu9s,"Pour le petit groupe d'étudiants, le voyage à Paris s'annonçait bien. Mais peu avant le décollage de leur avion, Alex a soudain une vision fulgurante : l'appareil va exploser en vol. Parce qu'il va tenter d'alerter les passagers, il sera expulsé de l'avion avec cinq de ses camarades et son professeur. Lorsque, quelques minutes plus tard, l'appareil explose, ils seront les seuls survivants... Pour Alex, ce don de voyance qui lui a sauvé la vie est aussi une malédiction. Comment expliquer ses visions ? D'où lui vient ce fascinant pouvoir ?",Final Destination,"Horror, Thriller","en, fr"
tt0196420,1.813,['FR'],6.5,actor,Gautier Kusnierek,1984,I Didn't Do It! - I Didn't Do It!,6750.0,90.0,1999,https://image.tmdb.org/t/p/w154/ioDK8dK4x6rhwysNGNQ838F3t1j.jpg,https://www.youtube.com/watch?v=PygE33pnQSE,"Martin est un jeune garcon de onze ans qui provoque invariablement des catastrophes malgré son désir de bien faire. Cette année, son copain Vincent l'invite a passer ses vacances avec ses parents a l'hôtel Nautilus. Le séjour promet d'être fantastique, car chaque année Vincent et sa bande jouent dans la cabane qu'ils ont construite dans l'arbre de la maison du Pendu: le baobab. Cette fois-ci, une mauvaise surprise les attend: une bande d'enfants issue d'une colonie proche a déjà investi les lieux.",C'est pas ma faute !,"Adventure, Comedy, Family","en, fr"
tt0205735,6.809,['FR'],6.4,actress,Natacha Régnier,1972,Criminal Lovers - Criminal Lovers,4674.0,96.0,1999,https://image.tmdb.org/t/p/w154/v8hLYu5Zs1IAJTcEcfT1rthTPKQ.jpg,https://www.youtube.com/watch?v=zOhEsZDFeOQ,"En France, dans une ville de province, une adolescente manipulatrice, Alice, convainc son petit ami Luc, plus jeune et influençable, de commettre un meurtre en assassinant Saïd, un camarade de classe beau et frimeur. L'acte de folie accompli, ils s'enfuient dans une forêt enterrer le cadavre...",Les amants criminels,"Crime, Drama, Horror, Romance, Thriller","en, fr"
tt0206917,8.779,"['FR', 'GB']",6.1,actress,Christina Ricci,1980,The Man Who Cried - The Man Who Cried,16876.0,100.0,2000,https://image.tmdb.org/t/p/w154/pKl5AkCy17KKN4AUy4FxpS6W1LV.jpg,https://www.youtube.com/watch?v=PGeh7gH7Ol0,"En 1927, Fegele, une petite fille juive, vit une enfance heureuse avec son père, maître de chapelle, et sa grand-mère, dans un village russe. Devant la menace de persécution qui grandit chaque jour, son père émigre aux Etats-Unis.  Peu après son départ, le village bascule dans la violence. Fegele part précipitamment avec quelques habitants pour rejoindre l'Amérique. Mais elle se retrouve sur un bateau en partance pour l'Angleterre. A son arrivée, Fegele est rebaptisée Suzie, placée dans un foyer d'accueil catholique et envoyée dans une école, où on lui défend de parler yiddish. Elle y apprend toutefois à chanter.  Dix ans plus tard, Suzie quitte l'Angleterre pour Paris, où elle devient choriste et rencontre une ambitieuse danseuse russe, Lola. Suzie rêve toujours de traverser l'Océan Atlantique pour l'Amérique...",The Man Who Cried,"Drama, Music, Romance, War","en, fr, it, ro, ru, yi"
