tconst,popularity,production_countries,averageRating,category,primaryName,birthYear,titles,votes,runtime_minutes,start_year,poster_url,video_link,overview,original_title,genres,languages
tt0486751,8.527,['FR'],6.5,actress,Lizzie Brocheré,1985,One to Another - One to Another,6762.0,95.0,2006,https://image.tmdb.org/t/p/w154/aYvGEuW7WObL3N1cJPe1P4wPHMS.jpg,https://www.youtube.com/watch?v=nZOiSholzNE,"Pierre et Lucie sont frère et soeur, vivant entre leurs études, leurs amis d'enfance, leur groupe de rock, leurs histoires d'amour...Pourtant un soir, Pierre ne rentre pas chez lui. Lucie et sa mère s'inquiètent. La police finit par découvrir son corps sans vie. Pierre a été battu à mort.Sans piste, l'enquête piétine. Lucie est déterminée à découvrir la vérité et traque les suspects...",Chacun sa nuit,Drama,"en, fr"
tt0490234,5.385,['FR'],6.8,actress,Cécile de France,1975,A Secret - Un secret,3490.0,105.0,2007,https://image.tmdb.org/t/p/w154/fzaAmx74MRGWIfy1FrzHfQWP1Mj.jpg,https://www.youtube.com/watch?v=3IM1vSNJw3Y,"L'exploration d'un lourd secret de famille et l'histoire d'une passion, à travers le voyage intérieur de François, un enfant solitaire qui s'invente un frère et imagine le passé de ses parents. Le jour de ses 15 ans, une amie de la famille révèle au jeune François une vérité bouleversante, mais qui lui permet enfin de se construire.",Un secret,"Drama, War",fr
tt0493402,7.264,"['FR', 'HK', 'LU']",5.1,actress,Asia Argento,1975,Boarding Gate - Boarding Gate,4312.0,106.0,2007,https://image.tmdb.org/t/p/w154/jpT30x1WKz6JZwF4LZw70kUFdoR.jpg,https://www.youtube.com/watch?v=gkIihhbi93c,"Sandra, une jeune Italienne originaire de Rome, s'est enlisée à Londres dans une relation sans avenir, mais tumultueuse, entremêlée de désir et de jeux sexuels avec un golden boy déchu, Miles Rennberg. Un jour, Sandra se débarrasse de lui autant pour briser le cercle infernal d'une passion qui la consumait que pour l'argent. Il y avait en effet un contrat sur Miles et c'est l'amant de Sandra, un Sino-Américain, Lester Wang, qui en est l'intermédiaire. Tous deux souhaitent racheter un club à Pékin et refaire leur vie là-bas. Ils se sont donné rendez-vous à Hong Kong, mais Lester disparaît, et Sandra tombe dans un piège tendu par Sue, la femme de ce dernier...",Boarding Gate,"Drama, Thriller","cn, en, fr"
tt0498134,1.4,[],6.5,actress,Sylvie Testud,1971,Legacy - The Legacy,6739.0,75.0,2006,https://image.tmdb.org/t/p/w154/qEvPEvJ509tspJCjYBi086fwLTK.jpg,https://www.youtube.com/watch?v=E7oEMc82Pxc,"Jean, Céline et Pat arrivent à Tiblissi pour prendre possession d'un héritage. Accompagnés de leur traducteur, Nikolaï, ils rencontrent, dans le bus qui les conduit vers la montagne, un vieillard et son petit-fils. Ceux-ci transportent un cercueil vide. Les deux hommes se rendent chez le clan ennemi, où le grand-père doit être sacrifié pour que cessent les rivalités entre leurs familles...",L'Héritage,Drama,"en, fr, ka"
tt0775076,1.23,['CA'],6.5,actor,Patrice Robitaille,1974,Cheech - Cheech,6737.0,104.0,2006,https://image.tmdb.org/t/p/w154/4aaxY3gxZnf2MKYf6iHlnjy0sx5.jpg,https://www.youtube.com/watch?v=ICeeD9T9uyQ,"Lorsqu'il arrive à son agence d'escortes, un matin de décembre, le dépressif Ron constate que le lieu a été pendant la nuit la proie de voleurs. Lesquels ont filé avec son «book» contenant les photos de toutes les call-girls. Ses soupçons se portent sur Cheech, le mafieux à la tête de l'agence rivale qui, il le suppose, veut compromettre le contrat exclusif qu'il négocie avec les hommes de Chrysler. Le rendez-vous avec ceux-ci étant pris pour 20 heures, Ron et son adjoint photographe disposent de quelques heures pour reconstituer le «book», non sans continuer à vaquer aux affaires courantes. Ainsi, tandis que la suicidaire Stéphanie est dépêchée chez un client peu dégourdi, Jenny, l'escorte la plus populaire et la moins fidèle de l'agence, remonte la piste de Cheech.",Cheech,Drama,"en, fr"
tt0775480,7.702,['FR'],5.1,actor,Jean-Baptiste Maunier,1990,Hellphone - Hellphone,2142.0,98.0,2007,https://image.tmdb.org/t/p/w154/bpX8K1yGyBO9u2LoJ7f4AAtzaOC.jpg,https://www.youtube.com/watch?v=E-Ocyn-4ryQ,"Skater fan d'AC/DC, en terminale dans un lycée parisien, Sid rêve d'un téléphone portable. Avec lui, il pourra séduire Angie, sublime jeune fille fraîchement débarquée de New York, pendue pour l'instant au bras de Virgile, le playboy de l'école. Mais le téléphone que Sid achète dans cet étrange bazar chinois se révèle avoir d'étranges pouvoirs… Hellphone a choisi Sid. L'amitié avec Pierre, son ami d'enfance, et l'amour pour Angie sauront-ils résister à la relation passionnelle entre Sid et son téléphone ?",Hellphone,"Comedy, Fantasy, Horror, Mystery","en, fr"
tt0780521,87.806,['US'],7.2,actress,Anika Noni Rose,1972,The Princess and the Frog - The Princess and the Frog,177895.0,97.0,2009,https://image.tmdb.org/t/p/w154/7ktgHsEtkOz80h1OkxKLaQYDCAa.jpg,https://www.youtube.com/watch?v=Kw4fSwQbrFo,"Cette version moderne d’un conte classique par Walt Disney Animation Studios a pour héroïne la jolie Tiana, qui rêve d’avoir son propre restaurant. Alors qu’elle rencontre un prince-grenouille désespéré de reprendre forme humaine, un baiser fatidique les entraîne tous deux dans une folle aventure au cours de laquelle le vilain magicien vaudou Dr Facilier les poursuit à travers les mystiques bayous de Louisiane.",The Princess and the Frog,"Adventure, Animation, Comedy, Family, Romance","en, fr"
tt0783233,17.881,"['GB', 'FR', 'US']",7.8,actress,Keira Knightley,1985,Atonement - Atonement,309930.0,123.0,2007,https://image.tmdb.org/t/p/w154/6JzmSXTNBO3TIyUlhjO1wusPunT.jpg,https://www.youtube.com/watch?v=a16zaU2_X28,"Août 1935. Malgré la canicule qui frappe l'Angleterre, la famille Tallis mène une vie insouciante à l'abri dans sa gigantesque demeure victorienne. La jeune Briony a trouvé sa vocation, elle sera romancière. Mais quand du haut de ses treize ans, elle surprend sa sœur aînée Cecilia dans les bras de Robbie, fils de domestique, sa réaction naïve face aux désirs des adultes va provoquer une tragédie et marquer à jamais le destin du jeune homme.",Atonement,"Drama, Mystery, Romance","en, fr"
tt0790602,2.534,['CA'],5.3,actor,Guillaume Lemay-Thivierge,1976,Nitro - Adieu Max,1876.0,105.0,2007,https://image.tmdb.org/t/p/w154/v0jmOPEpkdK4s9m0AFSrKuBJ11i.jpg,https://www.youtube.com/watch?v=QegqLS83FFw,"Un jeune homme décide de renouer avec un passé trouble afin de trouver un cœur à sa fiancée mourante, en attente d'une transplantation. Ce choix aura des répercussions inattendues sur plusieurs vies.",Nitro,"Action, Drama, Thriller",fr
tt0792965,13.578,['FR'],6.7,actress,Audrey Tautou,1976,Hunting and Gathering - Hunting and Gathering,13004.0,97.0,2007,https://image.tmdb.org/t/p/w154/weNPahv2l6vsdNWt9wHr6ZfPpBj.jpg,https://www.youtube.com/watch?v=tK1B-RUc9Hw,"La rencontre de quatre destins croisés qui vont finir par s'apprivoiser, se connaître, s'aimer, vivre sous le même toit. Camille fait des ménages le soir dans les bureaux et dessine avec grâce à ses heures perdues. Philibert est un jeune aristocrate féru d'histoire, timide, émotif et solitaire, il occupe un grand appartement que possède sa famille. Franck est cuisinier, viril et tendre, il aime infiniment sa grand-mère, Paulette, une vieille dame fragile et drôle.Leurs doutes, leurs chagrins, c'est ensemble qu'ils vont apprendre à les adoucir, pour avancer, réaliser leurs rêves. Ils vont se découvrir et comprendre qu'ensemble, on est plus fort.","Ensemble, c'est tout","Drama, Romance","en, fr"
tt0796335,7.32,['FR'],7.1,actor,Romain Duris,1974,Moliere - Molière,6799.0,120.0,2007,https://image.tmdb.org/t/p/w154/aniCegBSRivp6SOx6kktYbme7IE.jpg,https://www.youtube.com/watch?v=NySWrKfEa4E,"En 1644, Molière n'a encore que 22 ans. Criblé de dettes, poursuivi par les huissiers, il s'entête à monter sur scène des tragédies dans lesquelles il est indéniablement mauvais, puis un jour, après avoir été emprisonné par des créanciers impatients, il disparaît… Deux années capitales faites de rencontres, d'apprentissages, d'aventures, qui forgeront le destin… du grand Molière.",Molière,"Biography, Comedy, Drama, Romance","fr, hu, it"
tt0808339,11.596,"['BE', 'FR', 'HK']",6.4,actor,Tomer Sisley,1974,The Heir Apparent: Largo Winch - Largo Winch,15500.0,108.0,2008,https://image.tmdb.org/t/p/w154/xoW2ePFvIffyWzg2sx6qOKrMMOo.jpg,https://www.youtube.com/watch?v=swgom5tFwWI,"Le milliardaire Nerio Winch est retrouvé noyé. Une mort forcément suspecte quand on sait qu'il s'agit du fondateur et principal actionnaire du puissant et tentaculaire Groupe W. Qui va hériter de cet empire économique ? Officiellement Nerio n'avait pas de famille. Mais il cachait un secret : un fils, Largo, adopté presque trente ans plus tôt dans un orphelinat bosniaque. Seul problème, ce jeune héritier vient d'être jeté dans une prison du fin fond de l'Amazonie. Accusé de trafic de drogue, il clame son innocence. Nerio assassiné. Largo emprisonné. Et si ces deux affaires faisaient partie d'un seul et même complot visant à prendre le contrôle de l'empire Winch ?",Largo Winch,"Action, Adventure, Drama, Thriller","en, fr, pt, sr"
tt0808417,13.818,"['FR', 'US']",8.0,actress,Chiara Mastroianni,1972,Persepolis - Persepolis,103340.0,96.0,2007,https://image.tmdb.org/t/p/w154/3uFWf4ucKFW83mZ0KNVa7gllUg2.jpg,https://www.youtube.com/watch?v=5uaYtMb0lvs,"Téhéran 1978 : Marjane, huit ans, songe à l’avenir et se rêve en prophète sauvant le monde. Choyée par des parents modernes et cultivés, particulièrement liée à sa grand-mère, elle suit avec exaltation les évènements qui vont mener à la révolution et provoquer la chute du régime du Chah. Avec l’instauration de la République islamique débute le temps des «commissaires de la révolution» qui contrôlent tenues et comportements. Marjane qui doit porter le voile, se rêve désormais en révolutionnaire. Bientôt, la guerre contre l’Irak entraîne bombardements, privations, et disparitions de proches. La répression intérieure devient chaque jour plus sévère. Dans un contexte de plus en plus pénible, sa langue bien pendue et ses positions rebelles deviennent problématiques. Ses parents décident alors de l’envoyer en Autriche pour la protéger.",Persepolis,"Animation, Biography, Drama","de, en, fa, fr"
tt0810784,9.793,"['AU', 'FR', 'IT', 'GB']",6.9,actress,Abbie Cornish,1982,Bright Star - Bright Star,29421.0,119.0,2009,https://image.tmdb.org/t/p/w154/fZBCH6ptr0IiqTxatLgzfhiMFvG.jpg,https://www.youtube.com/watch?v=K2FkxivSuVg,"Londres, 1818. Un jeune poète anglais de 23 ans, John Keats, et sa voisine Fanny Brawne entament une liaison amoureuse secrète. Pourtant, les premiers contacts entre les deux jeunes gens sont assez froids. John trouve que Fanny est une jeune fille élégante mais trop effrontée, et elle-même n'est pas du tout impressionnée par la littérature. C'est la maladie du jeune frère de John qui va les rapprocher. Keats est touché par les efforts que déploie Fanny pour les aider, et il accepte de lui enseigner la poésie. La maladie de Keats va pourtant tout remettre en cause...",Bright Star,"Biography, Drama, Romance","en, fr"
tt0810819,15.148,"['BE', 'GB', 'US']",7.1,actor,Eddie Redmayne,1982,The Danish Girl - The Danish Girl,207022.0,119.0,2015,https://image.tmdb.org/t/p/w154/3JTboPOsj0GGaPtBTKm8W0MXfof.jpg,https://www.youtube.com/watch?v=75nu14Ic_DU,"The Danish girl retrace la remarquable histoire d'amour de Gerda Wegener et Lili Elbe, née Einar Wegener, l'artiste danoise connue comme la première personne à avoir subi une chirurgie de réattribution sexuelle en 1930. Le mariage et le travail de Lili et Gerda évoluent alors qu’ils s’embarquent sur les territoires encore inconnus du transgenre.",The Danish Girl,"Biography, Drama","de, en, fr"
tt0814685,8.375,"['CH', 'FR']",6.2,actress,Karina Testa,1981,Frontier(s) - Frontière(s),30049.0,108.0,2007,https://image.tmdb.org/t/p/w154/i0F8w1uUklPMR3yINtA9iJbBfGY.jpg,https://www.youtube.com/watch?v=HeFRfvk39MU,"De jeunes banlieusards commettent un braquage. Poursuivis par des flics hargneux, les membres de la bande dépassent la « frontière » de leur propre violence. Ils s'enfuient et débarquent dans une auberge perdue en pleine forêt. Les tenanciers de cet étrange établissement vont peu à peu montrer leurs vrais visages : celui de la folie et de la mort !",Frontière(s),"Action, Drama, Horror, Thriller","de, en, fr"
tt0814795,1.805,"['BE', 'CA', 'FR']",6.5,actor,Adrien Jolivet,1981,In the Arms of My Enemy - Voleurs de chevaux,6741.0,85.0,2007,https://image.tmdb.org/t/p/w154/oqDPig369hBWV1kXZywfL0tDqPz.jpg,https://www.youtube.com/watch?v=RYHXva4uN5I,"1856, quelque part à l'Est. Jakub est un jeune homme récemment chassé de sa troupe de Cosaques pour s'être fait dérober son cheval. Au cours de cette attaque, Jakub a aussi perdu son frère, tué par un des voleurs de chevaux.  Elias et Roman sont deux jeunes frères qui volent des chevaux, dont celui de Jakub... Ce dernier est déterminé, il veut retrouver sa monture et venger la mort de son frère...",Voleurs de chevaux,"Action, Adventure, Drama",fr
tt0825239,6.794,['FR'],6.7,actor,Jean Dujardin,1972,Counter Investigation - Counter Investigation,4134.0,85.0,2007,https://image.tmdb.org/t/p/w154/huswFtH8wSaezEtGEs4AmgvhVw8.jpg,https://www.youtube.com/watch?v=EPmO_-6Pemk,"Malinowski, Capitaine à la Crim', a l'habitude d'être confronté aux faits-divers les plus durs. Mais lorsque sa propre fille est assassinée, tout bascule. Bouleversés par sa détresse, ses collègues mènent l'enquête au pas de charge et un suspect est bientôt arrêté, puis condamné. Du fond de sa cellule, celui que tout semble accuser clame son innocence et décide d'écrire à Malinowski. Et s'il était innocent ? Face à la douleur du père qui a obtenu justice, le doute du flic s'installe peu à peu. Pour Malinowski, une contre-enquête solitaire commence...",Contre-enquête,"Crime, Thriller","en, fr"
tt0825248,5.391,"['FR', 'MA']",6.9,actor,Benoît Magimel,1974,Intimate Enemies - L'ennemi intime,3551.0,111.0,2007,https://image.tmdb.org/t/p/w154/wf0kb2fii8Y1MQO8LOtoGft826f.jpg,https://www.youtube.com/watch?v=SnopWkzUL_0,"Algérie, 1959. Les opérations militaires s'intensifient. Dans les hautes montagnes Kabyles, Terrien, un lieutenant idéaliste, prend le commandement d'une section de l'armée française. Il y rencontre le sergent Dougnac, un militaire désabusé. Leurs différences et la dure réalité du terrain vont vite mettre à l'épreuve les deux hommes. Perdus dans une guerre qui ne dit pas son nom, ils vont découvrir qu'ils n'ont comme pire ennemi qu'eux-mêmes.",L'Ennemi intime,"Drama, History, War",fr
tt0825330,0.6,['FR'],6.5,actress,Clémence Poésy,1982,Without Me - Without Me,6736.0,90.0,2007,https://image.tmdb.org/t/p/w154/kQvGYygnphsvtT9K0g9E78u93Rz.jpg,https://www.youtube.com/watch?v=rxPRhy276ls,"Anna, jeune mère divorcée de la trentaine embauche une jeune fille, Lise, pour s'occuper de ses deux enfants. Quand cette petite étrangère entre dans l'intimité sa maison, Anna est immédiatement séduite, Lise est pleine d'une vitalité qui vient éclairer ses jours solitaires. Mais Anna va bientôt découvrir que Lise n'est pas une jeune fille ordinaire. Malmenée par la vie, Lise est la proie de dangereuses passions. Avec la venue de cette jeune femme, c'est un peu de la violence et de la corruption du monde qui est venu frapper à sa porte. Anna qui croyait être de taille à affronter les démons de Lise va bientôt être rattrapée par les siens dans des zones fragiles et secrètes de son être...",Sans moi,Drama,"en, fr"
tt0829459,9.136,"['GB', 'US']",6.6,actress,Angelina Jolie,1975,A Mighty Heart - A Mighty Heart,28667.0,108.0,2007,https://image.tmdb.org/t/p/w154/16SNI1faFcugiZPu6pAmSvMoXIc.jpg,https://www.youtube.com/watch?v=G7EDc354h1k,"Le 23 janvier 2002, le monde entier est choqué par l'image d'un journaliste américain décapité devant la caméra par des extrémistes pakistanais. Daniel Pearl, superviseur du Wall Street Journal pour l'Asie du Sud Est, enquêtait au Pakistan sur un dénommé Richard Reid, activiste et vendeur d'armes. Alors qu'un entremetteur doit le mener sur la piste d'une source importante, il disparaît soudainement.Confrontée à la mort de son mari, Mariane Pearl rédige l'histoire de son enquête, de son kidnapping et de sa mort et, surtout, l'histoire de son propre désespoir à elle, dans ""A Mighty Heart : the Brave Life and Death of my Husband Danny Pearl"". Le film retrace son combat de chaque instant pour comprendre l'assassinat de son mari et pouvoir enfin en faire le deuil.",A Mighty Heart,"Biography, Drama, History, Thriller","en, fr, it, lt, ur"
tt0831887,9.677,['US'],6.5,actor,Gabriel Macht,1972,The Spirit - The Spirit,7586.0,103.0,2008,https://image.tmdb.org/t/p/w154/9HGcwECDtfoouEljWujIoPIvsJN.jpg,https://www.youtube.com/watch?v=RPJ4EQ2Eh9I,"Denny Colt, un ancien flic, revient mystérieusement d'entre les morts. Il est désormais le Spirit, combattant du crime dans les rues obscures de Central City. Son ennemi juré, Octopus, a un but bien différent : dans sa folle quête d'immortalité, il s'apprête à détruire la ville. Aux quatre coins de la cité, le Spirit traque le tueur. Sur son chemin, le héros masqué croise des femmes, toutes sublimes, qui cherchent à le séduire, l'aimer ou le tuer... Seul son amour de toujours ne le trahira pas : Central City, la ville qui l'a vu naître... deux fois.",The Spirit,"Action, Comedy, Crime, Fantasy","en, fr, ru"
tt0856288,11.893,['FR'],6.7,actress,Alysson Paradis,1982,Inside - Inside,46627.0,82.0,2007,https://image.tmdb.org/t/p/w154/wYTKKGnUiMUJzPIKtJFoF6tiCLj.jpg,https://www.youtube.com/watch?v=wGndD4rl88Q,"Depuis la mort tragique de son mari dans un accident de voiture, Sarah est seule et malgré une mère omniprésente, c'est seule qu'elle passera son réveillon de Noël. Seule et enceinte. Cette nuit est la dernière que la jeune femme passera chez elle. Le lendemain matin, celle-ci doit entrer à l'hôpital pour accoucher. Dans sa maison, tout est calme. Jusqu'au moment où quelqu'un vient frapper à sa porte. Derrière, une femme prête à tout pour arracher l'enfant qu'elle porte en elle...",À l'intérieur,"Horror, Thriller","en, fr"
tt0864911,1.039,[],6.5,actor,Vincent Elbaz,1971,Teen Spirit - Teen Spirit,6750.0,90.0,2007,https://image.tmdb.org/t/p/w154/jOnBh2u7WftN0snHordhlXpcqk0.jpg,https://www.youtube.com/watch?v=xMwtu4J_AAA,"À 30 ans, Bruno, rock-star has been, vit toujours aux crochets de sa petite amie, Catherine. Les temps sont durs... Surtout quand une ex ressurgit de nulle part pour lui apprendre qu'il est le père de Nancy, 13 ans, dont il n'a jamais soupçonné l'existence. Il va alors faire la connaissance de cette jeune fille bien déterminée à vivre pleinement sa crise d'adolescence, alors que lui-même n'en est pas encore sorti. Épaulé par sa meilleure amie, Sandra, c'est l'occasion pour Bruno de grandir enfin...","Tel père, telle fille",Comedy,"en, fr"
tt0865868,3.02,['FR'],6.5,actor,Vincent Valladon,1994,Big City - Big City,6779.0,100.0,2007,https://image.tmdb.org/t/p/w154/zD3Ti9AHoim4Q4NoiJIH049AnVw.jpg,https://www.youtube.com/watch?v=zikAYUFJyPQ,"Dans les années 1880, aux confins de l'Ouest américain, la petite ville de Big City attend l'arrivée d'une caravane de nouveaux immigrants. Hélas, la caravane est attaquée en chemin par les Indiens, et tous les adultes de Big-City partent pour la défendre. Au matin, les enfants de Big City se réveillent orphelins, avec pour seule compagnie adulte un vieil alcoolique et le débile du village. A partir de ce jour, le débile devient shérif, le vieil alcoolique juge de paix, et Big City se dote d'un maire enfant, d'un barman enfant, d'une entraîneuse enfant, d'un épicier enfant, d'un menuisier/croque mort enfant... chaque enfant reprenant la place occupée par ses parents. Mais les enfants indiens ne vont pas tarder à montrer le bout de leur nez... Big embrouilles à Big City !",Big City,"Adventure, Family, Western","en, fr"
tt0869977,11.175,['FR'],6.7,actress,Pauline Acquart,1992,Water Lilies - Water Lilies,14441.0,85.0,2007,https://image.tmdb.org/t/p/w154/g5tjRY3Xhz60aQ1yO0Qcy7lok7u.jpg,https://www.youtube.com/watch?v=Gurt0LXHw94,"L'été quand on a 15 ans il n'y a rien à faire si ce n'est regarder le plafond. Elles sont trois : Marie, Anne, Floriane. Dans le secret des vestiaires, leurs destins se croisent et le désir surgit. Si les premières fois sont inoubliables c'est parce qu'elles n'ont pas de lois.",Naissance des pieuvres,"Drama, Romance","en, fr"
tt0870154,69.24,['US'],6.6,actor,Dwayne Johnson,1972,Jungle Cruise - Jungle Cruise,222704.0,127.0,2021,https://image.tmdb.org/t/p/w154/eyzC0MDuEKZsBDVcNgFJpb00m19.jpg,https://www.youtube.com/watch?v=aYSy8guUUV0,"Sur le fleuve Amazone, le capitaine d'un bateau embarque à bord une scientifique et son frère dans le but de retrouver un arbre auquel on prête des pouvoirs guérisseurs. Le trio va croiser de nombreux obstacles sur sa route, notamment une expédition concurrente.",Jungle Cruise,"Action, Adventure, Comedy, Fantasy","de, en, es, fr, it, la, pl, pt"
tt0875113,9.155,['FR'],7.1,actor,Jean Dujardin,1972,99 francs - 99 F,21691.0,100.0,2007,https://image.tmdb.org/t/p/w154/otIMYneD1RvpeS8t30rcW1rHxwh.jpg,https://www.youtube.com/watch?v=sF4EL5G7qhQ,"Octave est le maître du monde : il exerce la profession de rédacteur publicitaire. Il décide aujourd'hui ce que vous allez vouloir demain. Pour lui, ""l'homme est un produit comme les autres"". Octave travaille pour la plus grosse agence de pub du monde : Ross & Witchcraft, surnommée ""La Ross"". Il est couvert d'argent, de filles et de cocaïne. Pourtant, il doute. Deux événements vont bouleverser le cours de la vie d'Octave. Son histoire d'amour avec Sophie, la plus belle employée de l'agence, et une réunion chez Madone pour vendre un film de pub à ce géant du produit laitier. Le doué Octave déjante alors et décide de se rebeller contre le système qui l'a créé, en sabotant sa plus grande campagne. De Paris, où négocient les patrons d'agences, à Miami, où l'on tourne un spot sous antidépresseurs, de Saint-Germain-des-Prés à une île perdue d'Amérique Centrale, Octave parviendra-t-il à échapper à sa prison dorée ?",99 Francs,"Comedy, Drama",fr
tt0901485,5.72,"['FR', 'DE']",6.2,actress,Ludivine Sagnier,1979,A Girl Cut in Two - The Girl Cut in Two,3895.0,115.0,2007,https://image.tmdb.org/t/p/w154/aABQToRZDPwFzQYXTQLiRYPpy4S.jpg,https://www.youtube.com/watch?v=pj5PaLxpwgA,"Une jeune femme qui veut réussir dans la vie et dont le rayonnement séduit ceux qui l'entourent, s'éprend d'un écrivain prestigieux et pervers, et épouse un jeune milliardaire déséquilibré.",La Fille coupée en deux,"Comedy, Drama, Thriller","en, fr"
tt0907305,3.306,"['BE', 'FR']",6.5,actor,Grégoire Colin,1975,Prey - Prey,6759.0,90.0,2011,https://image.tmdb.org/t/p/w154/6whHYdjVlAM65mWuzPjS6M79hiB.jpg,https://www.youtube.com/watch?v=LnkHy3uyvic,"Une nuit, plusieurs cerfs se jettent inexplicablement sur la clôture électrique d'une exploitation agricole. Apercevant de profondes traces de morsures sur les cadavres des bêtes, les propriétaires de l'exploitation comprennent qu'un prédateur sévit dans les bois alentours. Décidée à le chasser, la famille d'agriculteurs s'enfonce au cœur de la forêt voisine. Stupéfaits, ils constatent que la nature environnante se meurt, ravagée par un mal inconnu. Alors que le soleil décline, des hurlements retentissent autour d'eux. Les chasseurs sont devenus les proies...",La Traque,"Adventure, Drama, Horror, Mystery, Thriller","en, fr"
tt0907843,0.802,['CH'],6.5,actress,Natacha Koutchoumov,1975,Stealth - Stealth,6737.0,112.0,2006,https://image.tmdb.org/t/p/w154/ckN6iB96yxUfcTETRQPTqByQe9Y.jpg,https://www.youtube.com/watch?v=dJ8FNgRQFuA,"Un couple s'enfonce dans la nuit au volant d'une voiture ""empruntée"" à la Radio Suisse, comme des voleurs. C'est Lucie et son frère Lionel, enfants d'un pasteur vaudois, et potentiellement descendants directs d'une famille polonaise. Mais rien n'est moins sûr. Ce qui est sûr, c'est la course-poursuite en Slovaquie, les usines désaffectées de Silésie, la voiture volée, le mariage blanc, l'étudiant de Cracovie, les faux passeports, les vrais ennuis, la route pour Varsovie, l'aventure, enfin. Et quelque part en Pologne un cheval qui se noie, nuit après nuit.",Comme des voleurs (à l'est),"Comedy, Romance","en, fr"
tt0920473,4.568,['FR'],6.7,actress,Julie Gayet,1972,Shall We Kiss? - Un baiser s'il vous plaît,2777.0,96.0,2007,https://image.tmdb.org/t/p/w154/m8fU4Vvq7f9IDPyD9i7reYKD6jT.jpg,https://www.youtube.com/watch?v=vi3TqzWAOJw,"En déplacement pour un soir à Nantes, Émilie rencontre Gabriel. Séduits l'un par l'autre, mais ayant déjà chacun une vie, ils savent qu'ils ne se reverront sans doute jamais. Il aimerait l'embrasser. Elle aussi, mais une histoire l'en empêche : celle d'une femme mariée et de son meilleur ami surpris par les effets d'un baiser. Un baiser qui aurait dû être sans conséquences...",Un baiser s’il vous plaît,"Comedy, Drama, Romance","en, fr"
tt0922366,3.704,"['GB', 'FR', 'PL', 'BE']",6.5,actress,Cécile de France,1975,Snow White: The Sequel - Snow White: The Sequel,6747.0,82.0,2007,https://image.tmdb.org/t/p/w154/AmggUMtR6DsSNEvHUFE2hGFwBoh.jpg,https://www.youtube.com/watch?v=7uczzpxCE2s,"Résumons-nous. Blanche-Neige a été ressuscitée d'un smack par le Prince Charmant. Sur ce, ils se marièrent, furent heureux et eurent beaucoup d'enfants. Fin de l'histoire. Ce qui est, admettons-le, un peu hâtif.  Reprenons. Ils se marient. Et puis après ?  Après, une pseudo Bonne Fée plus très fraîche rapplique dare-dare dans le paysage. Elle en pince sévère pour le Prince, c'est rien de le dire. Elle le veut, elle l'aura, morbleu. Un revers de baguette magique et voilà qu'apparaît la Belle au Bois Dormant. Dormant donc.  Le Prince Charmant, obligeant, la réveille d'un baiser. Funeste erreur. Dès lors, rien ne va plus : la chasse à la Blanche Neige est déclarée ouverte, Cendrillon déboule au débotté, les Sept Nains s'énervent tout vert et un ogre gravement sous-alimenté met les orteils dans le plat. Déjà, on soupçonne le rififi olympique, le conte de fées qui part en quenouille...","Blanche Neige, la suite","Animation, Comedy, Fantasy","en, fr"
tt0935048,1.583,['FR'],6.5,actress,Hélène Fillières,1972,Coupable - Guilty,6733.0,107.0,2008,https://image.tmdb.org/t/p/w154/1ercLZ5l0vLAy11YeLJ7jlwTQmS.jpg,https://www.youtube.com/watch?v=tjlkibbkK6w,"C'est l'histoire de Lucien Lambert, avocat ordinaire. On lui propose un jour l'affaire de sa vie : défendre une femme, Blanche Kaplan, soupçonnée d'avoir tué son mari. Visitant, une nuit d'insomnie, la maison désertée de sa cliente, il tombe sur Marguerite Marquet, la cuisinière des Kaplan. C'est une fille étrange, qui ne ressemble à aucune autre. Innocente ? Vraiment ? Un homme chaque nuit les observe. C'est Louis Berger, inspecteur de Police. Chacun cherche la vérité, chacun s'interroge sur l'amour. Qui est coupable ? Plus l'enquête avance plus le doute s'installe, plus le mystère s'épaissit...",Coupable,"Comedy, Crime, Drama","en, fr"
tt0940580,9.564,"['CA', 'DE', 'FR']",5.7,actor,Romain Duris,1974,Afterwards - Afterwards,4299.0,107.0,2008,https://image.tmdb.org/t/p/w154/yQohBVnXbK4QXk5sXsG20vbgVcH.jpg,https://www.youtube.com/watch?v=5qF4pJjAwUk,"A huit ans, Nathan est entré dans le tunnel lumineux de la «mort imminente» pour avoir voulu sauver une fillette. Déclaré mort, le petit garçon se réveille inexplicablement. Vingt ans plus tard, Nathan est devenu un brillant avocat new-yorkais. Meurtri par les circonstances douloureuses de son divorce, il s'est barricadé dans son travail, loin de son ex-femme Claire et de sa fille. C'est alors qu'un mystérieux médecin, le docteur Kay, fait irruption dans son existence en prétendant pouvoir dire à quel moment certaines personnes vont mourir. Et parce que Kay bouleverse tous les repères de sa vie, Nathan va enfin découvrir pourquoi il est revenu.",Afterwards,"Drama, Mystery, Thriller","en, fr"
